id;username;content;clean;orang 1;orang 2;orang 3;hasil;;;
1565189267005280256;BryanNuraini;"Yang kek gini tidak pernah viral karna fokus nya hanya pada kenaikan Apalagi bansos pasti diem diem bae wkwkwkwkw
#hematcermatBBM
#NontonMumun SPBU
tegas usut oknum
Kenta
September Ceria https://t.co/sDZi56snlO";yang kek gini tidak pernah viral karna fokus nya hanya pada kenaikan apalagi bansos pasti diem bae wkwkwkwkw spbu tegas usut oknum kenta september ceria;-1;-1;-1;-1;;;
1565189145043300352;MingguPolsek;"Keluarga Penerima Manfaat Dapat Bansos Pengalihan Kenaikan BBM.
#penerimabansos https://t.co/4VokAXZ7JI";keluarga penerima manfaat dapat bansos pengalihan kenaikan bbm;0;0;0;0;;;
1565189001425797121;gilang85261125;@jokowi Jangankan kendaraan bermotor sepeda ontel pun saya gak punya !! itulah saya minta sama pak jokowi benahi data bansos supaya saya dapat BLT;jangankan kendaraan bermotor sepeda ontel pun saya gak punya itulah saya minta sama pak jokowi benahi data bansos supaya saya dapat blt;-1;-1;-1;-1;;;
1565188859943686146;DuniaLendir10;bansos diberikan hanya selama 4 bulan, sedangkan BBM naik Permanent , Lalu bulan ke lima dan seterusnya gimana, sedangkan bahan kebutuhan pokok sudah melambung #BBM_NaikJokowiTurun #SPBU #UstadzKamiBukanTeroris #BBM #BBMNaik_RakyatMenjerit;bansos diberikan hanya selama bulan sedangkan bbm naik permanent lalu bulan ke lima dan seterusnya gimana sedangkan bahan kebutuhan pokok sudah melambung;-1;-1;-1;-1;;;
1565188818013425664;lampungpostid;Kunci Mati Pintu Korupsi Bansos BBM Bersubsidi #Bansos #BBMBersubsidi #lampungpostid https://t.co/HK1JLp0ouv;kunci mati pintu korupsi bansos bbm bersubsidi;1;1;1;1;;;
1565188030238826497;oeloeng2495;@kehedchoice89 Si paling bansos;si paling bansos;0;0;0;0;;;
1565187952921042944;wrahardian2;@03__nakula lantas untuk apa Bansos yg katanya 240 T akan dibagikan ?;lantas untuk apa bansos yg katanya t akan dibagikan;0;0;0;0;;;
1565187860323524608;PortalBontang;Alihkan Subsidi BBM ke Bansos, Pengamat: Butuh Data yang Benar dan Akurat https://t.co/3pWGrxNqew;alihkan subsidi bbm ke bansos pengamat butuh data yang benar dan akurat;0;0;0;0;;;
1565187344860205056;gilang85261125;@jokowi Saya berharap pak Jokowi turun tangan benahi data bansos di kecamatan LAHAT ( SUMSEL ) banyak kartu sembako yg kosong !! Semoga pak Jokowi adil dan bijaksana dan mau mendengar kan rakyatnya.;saya berharap pak jokowi turun tangan benahi data bansos di kecamatan lahat sumsel banyak kartu sembako yg kosong semoga pak jokowi adil dan bijaksana dan mau mendengar kan rakyatnya;1;1;1;1;;;
1565186762468917248;KJaya55;@capilgarut bagaimana supaya mendapatkan bansos, soalnya saya belum pernah kesentuh bantuan apapun,;bagaimana supaya mendapatkan bansos soalnya saya belum pernah kesentuh bantuan apapun;0;0;0;0;;;
1565186576878936065;CarolAzhari;"Pemerintah mulai menyalurkan bantuan sosial (bansos) tambahan bagi masyarakat, sekaligus bentuk pengalihan dari subsidi bahan bakar minyak (BBM).
Kenta
Gulf Mewning
#NanonWeLoveYou
September Ceria
TREA2URE BIG ANNOUNCEMENT https://t.co/9vLZBNB64N";pemerintah mulai menyalurkan bantuan sosial bansos tambahan bagi masyarakat sekaligus bentuk pengalihan dari subsidi bahan bakar minyak bbm kenta gulf mewning september ceria big announcement;0;0;0;0;;;
1565186457954054144;detikfinance;#Infografis Mendag Zulkifli Hasan membeberkan salah satu pemicu harga telur mahal adalah program bantuan sosial alias bansos. Sementara, Mensos Tri Rismaharani menegaskan bansos yang diberikan bentuknya tunai, bukan bahan pangan, termasuk telur. Berikut pernyataan keduanya. https://t.co/W5tghxwgsk;mendag zulkifli hasan membeberkan salah satu pemicu harga telur mahal adalah program bantuan sosial alias bansos sementara mensos tri rismaharani menegaskan bansos yang diberikan bentuknya tunai bukan bahan pangan termasuk telur berikut pernyataan keduanya;-1;-1;-1;-1;;;
1565186375334662144;im_your_Salak;Ngantri di bank BUMN dah kaya ngantri bansos dah anjing https://t.co/Yfs8QDaEYG;ngantri di bank bumn dah kaya ngantri bansos dah anjing;-1;-1;-1;-1;;;
1565185965060235264;tribunjogja;Pemerintah Sebar Bansos Sebelum Harga BBM Naik https://t.co/gUSbfc53A1;pemerintah sebar bansos sebelum harga bbm naik;0;0;0;0;;;
1565185411378720768;_rakyatmerdeka;"Top News Koran Rakyat Merdeka
Akibat Kuota Terbatas, Picu Kecemburuan Sosial Kasian, 900 Ribu Lansia Nggak Kebagian Bansos https://t.co/VBH9Ef7MBx";top news koran rakyat merdeka akibat kuota terbatas picu kecemburuan sosial kasian ribu lansia nggak kebagian bansos;-1;-1;-1;-1;;;
1565184460127358976;tyosaputraaa;@ernestprakasa Udah kek bansos ya, banyak potongannya;udah kek bansos ya banyak potongannya;-1;-1;-1;-1;;;
1565184062939344896;beritaKBR;"""Orang Indonesia dikasih segitu kan, ada yang untuk bayar utang, ada yang untuk beli rokok. Kan harusnya itu untuk menambah pendapatan keluarga. Tapi siapa yang mengawasi?""
#Bansos
https://t.co/BfiOxdfJHm";orang indonesia dikasih segitu kan ada yang untuk bayar utang ada yang untuk beli rokok kan harusnya itu untuk menambah pendapatan keluarga tapi siapa yang mengawasi;0;0;0;0;;;
1565182676419891201;zonabanten;Bansos dari Kemensos ini yang akan cair pada bulan September untuk Keluarga Penerima Manfaat (KPM) yang terdaftar di DTKS Kemensos https://t.co/Yd4mCoZLNJ #news #update;bansos dari kemensos ini yang akan cair pada bulan september untuk keluarga penerima manfaat kpm yang terdaftar di dtks kemensos;0;0;0;0;;;
1565182268137541632;SupratmanAndang;"@OposisiCerdas Cobalah menghemat keuangan negara untuk hal yang tidak produktif dan aneh-aneh.
Kalau BBM masih tetap dipertahankan harganya, pasti ekonomi akan tetap lancar dan maju.
Tidak perlu bansos-bansosan, pencalon-calonan, baligo-baligoan, kaos-kaosan.
Th. 2024 masih jauh, Ekonomi rakyat dulukan🙏";cobalah menghemat keuangan negara untuk hal yang tidak produktif dan aneh kalau bbm masih tetap dipertahankan harganya pasti ekonomi akan tetap lancar dan maju tidak perlu bansos bansosan pencalon calonan baligo baligoan kaos kaosan th masih jauh ekonomi rakyat dulukan;-1;-1;-1;-1;;;
1565180022977343488;doritosapple;Awal September udah di suguhin turunnya harga BBM aja hahaha bansos mulu kerjaannya anjing;awal september udah di suguhin turunnya harga bbm aja hahaha bansos mulu kerjaannya anjing;-1;-1;-1;-1;;;
1565179618537402368;ikouwakemeup_;@aonekomon Bagi-bagi bansos 😭😭😭😭😭😭;bagi bansos;0;0;0;0;;;
1565177990983872512;UGhofaza;@muslimahnewscom Ibarat anak kecil nangis, supaya brhenti nangisnya dikasih permen, bansos sbg gula2 pemanis tambal sulam akibat buruknya pengelolaan sumber daya alam yg melahirkan kebijakan ekonomi ala kapitalisme liberal yg bobrok, menyengsarakan rakyat.;ibarat anak kecil nangis supaya brhenti nangisnya dikasih permen bansos sbg pemanis tambal sulam akibat buruknya pengelolaan sumber daya alam yg melahirkan kebijakan ekonomi ala kapitalisme liberal yg bobrok menyengsarakan rakyat;-1;-1;-1;-1;;;
1565177284771790848;pelblw;*JIKA BBM NAIK, PEMERINTAH SIAPKAN 3 JENIS BANSOS* https://t.co/QH94TB8iPW;jika bbm naik pemerintah siapkan jenis bansos;0;0;0;0;;;
1565177086519951360;higanb_na;Parah banget sih ini bansos paimon shop hikmah aja kg dapet...;parah banget sih ini bansos paimon shop hikmah aja kg dapet;-1;-1;-1;-1;;;
1565176907209252864;kumparan;Dirjen Perikanan Tangkap KKP Muhammad Zaini mengungkapkan nelayan penerima bantuan sosial (bansos) harus memiliki Kartu Kusuka. https://t.co/yz4LB3gInK;dirjen perikanan tangkap kkp muhammad zaini mengungkapkan nelayan penerima bantuan sosial bansos harus memiliki kartu kusuka;0;0;0;0;;;
1565176198741000195;JustAFreeStyle;"@CahWonogiri80 @msaid_didu Diatas itu bahas menteri pecatankan?
Sebelum korupsi bansos, apa dia dipecat?😂
Mending lu jagain bansos supaya gak dikorupsi, mental kawan lu itu kebaperan saat diadili, merengek minta dibebasin karena menderita dibully. 😂
Jangan lupa senyum gaes. https://t.co/6hx8uZNRtY";diatas itu bahas menteri pecatankan sebelum korupsi bansos apa dia dipecat mending lu jagain bansos supaya gak dikorupsi mental kawan lu itu kebaperan saat diadili merengek minta dibebasin karena menderita dibully jangan lupa senyum gaes;-1;-1;-1;-1;;;
1565175774709223424;ShobrinaZ;"@muslimahnewscom Bukan Bansos sbg solusinya..
hal tsb bahkan tdk mampu menyelesaikn walau hy dipermukaan, apalagi akar drpd masalah itu sendiri.
Btw... Begitulah sistem perekonomian kapitalis yg mereka anggap paling benar hgg tdk bs menerima kebenaran yg sesungguhnya yakni Sistam Ekonomi Islam.";bukan bansos sbg solusinya hal tsb bahkan tdk mampu menyelesaikn walau hy dipermukaan apalagi akar drpd masalah itu sendiri btw begitulah sistem perekonomian kapitalis yg mereka anggap paling benar hgg tdk bs menerima kebenaran yg sesungguhnya yakni sistam ekonomi islam;-1;-1;-1;-1;;;
1565175728517566464;JustAFreeStyle;"@RivaldiFaza @constantineexe @f_fathur Lu gak perlu banyak bicara soal akun.
Mending lu jagain bansos supaya gak dikorupsi, mental kawan lu itu kebaperan saat diadili, merengek minta dibebasin krn menderita dibully. 😂
Jangan lupa senyum gaes. https://t.co/TCqlG3YFQF";lu gak perlu banyak bicara soal akun mending lu jagain bansos supaya gak dikorupsi mental kawan lu itu kebaperan saat diadili merengek minta dibebasin krn menderita dibully jangan lupa senyum gaes;-1;-1;-1;-1;;;
1565175505006895104;SantuyTwitt;Pricilia Aquila Bifel (Ketua PMKRI Cabang Kefamenanu), berikan dukungan terhadap kebijakan pemerintah dalam penyesuaian harga BBM dan penyaluran Bansos bagi masyarakat. https://t.co/UhHp5a7pz5;pricilia aquila bifel ketua pmkri cabang kefamenanu berikan dukungan terhadap kebijakan pemerintah dalam penyesuaian harga bbm dan penyaluran bansos bagi masyarakat;1;1;1;1;;;
1565175149892366336;prasetyo_harri;"@19xxDan @txtdaritng Kayaknya cepat atau lambat harga pertalite naik, tanda2nya:
-Bu Sri Mulyani ngeluh subsidi bbm tidak tepat sasaran
-pemerintah mulai ngasih Bansos uang tunai sbg kompensasi kenaikan bbm";kayaknya cepat atau lambat harga pertalite naik bu sri mulyani ngeluh subsidi bbm tidak tepat sasaran pemerintah mulai ngasih bansos uang tunai sbg kompensasi kenaikan bbm;-1;-1;-1;-1;;;
1565174389649571840;Joe_58w;@maulidia_yang @fadlizon Goblok cara berpikir lu keadilan itu proporsional, lu pikir dg cara bgini adil? Yg gak adil itu subsidi BBM dialihkan ke bansos yg hanya dapat sekali? Logika tolol turunan. Mana data perbandingan brpa bnyak pemakai mobil dg rakyat miskin yg menggunakan BBM subsidi?;goblok cara berpikir lu keadilan itu proporsional lu pikir dg cara bgini adil yg gak adil itu subsidi bbm dialihkan ke bansos yg hanya dapat sekali logika tolol turunan mana data perbandingan brpa bnyak pemakai mobil dg rakyat miskin yg menggunakan bbm subsidi;-1;-1;-1;-1;;;
1565174339187527680;wrahardian2;@Leonita_Lestari sebaiknya pemerintah bijaksana dengan melakukan efisiensi kedalam daripada menaikkan harga BBM dan Sembako, misal dengan membatasi pengeluaran Bansos, BLT, Dana Hibah yg mengalir seperti air bah, Dana Pensiun Politisi dll;sebaiknya pemerintah bijaksana dengan melakukan efisiensi kedalam daripada menaikkan harga bbm dan sembako misal dengan membatasi pengeluaran bansos blt dana hibah yg mengalir seperti air bah dana pensiun politisi dll;-1;-1;-1;-1;;;
1565174112087310337;Nupa88;"MANA GA DIBAYAR LAGI
BERASA BANSOS";mana ga dibayar lagi berasa bansos;-1;-1;-1;-1;;;
1565173177508306944;Baguz_32;@adilastiadi @acmilan Dapat kucuran dana bansos;dapat kucuran dana bansos;1;1;1;1;;;
1565172865543983104;KalamUsuf;@OposisiCerdas Bagaimana kalau yang tidak dapat bansos ?, pasti menjerit karena bahan kebutuhan hari-hari pasti melonjak naik, efek dari kenaikan BBM.;bagaimana kalau yang tidak dapat bansos pasti menjerit karena bahan kebutuhan hari pasti melonjak naik efek dari kenaikan bbm;-1;-1;-1;-1;;;
1565171988007493633;Coffe8_Cat7;@muslimahnewscom Besaran bansos yang diberi pemerintah tak seimbang dengan naiknya bbm. Kenaikan harga bbm akan berdampak pada naiknya seluruh kebutuhan pokok rakyat.;besaran bansos yang diberi pemerintah tak seimbang dengan naiknya bbm kenaikan harga bbm akan berdampak pada naiknya seluruh kebutuhan pokok rakyat;-1;-1;-1;-1;;;
1565170709839503360;AferoJepara;Harusnya terima kasih ke Bapak Sby Demokrat atas ide BLT/Bansos. Nah yang beda tuh, dulu BBM naik dikit demo, nangis bareng, lah sekarang.....🤣🤣🤣🤣;harusnya terima kasih ke bapak sby demokrat atas ide blt bansos nah yang beda tuh dulu bbm naik dikit demo nangis bareng lah sekarang;-1;-1;-1;-1;;;
1565170320507486208;yaelahhhsah;ini krs an apa bagi” bansos dh;ini krs an apa bagi bansos dh;0;0;0;0;;;
1565169835608506368;pikiran_rakyat;Bukan Prank! Bansos Tetap Disalurkan meski Harga BBM Subsidi Tak Jadi Naik https://t.co/Diz9SaWQ5y;bukan prank bansos tetap disalurkan meski harga bbm subsidi tak jadi naik;1;1;1;1;;;
1565169631035555840;guqsirta;"Semarak Hari Polwan Ke 74 mengadakan bansos di polres ciamis
#HariJadiPolwanRI74
Polwan Tangguh Polwan Solid https://t.co/XzvUW9lZdm";semarak hari polwan ke mengadakan bansos di polres ciamis polwan tangguh polwan solid;0;0;0;0;;;
1565169323022643200;cahaya_manusia;"Ngaku Teroris, Identitasnya masih pakai E-KTP Indonesia, kalau berani buang Identitas anda sebagai warga negara Indonesia.
Dan jangan berharap cari bansos, cari proyek, cari pekerjaan, cari subsidi dari Negara Indonesia.
Sampai disini kalian paham kan bagaimana teroris Indonesia";ngaku teroris identitasnya masih pakai e ktp indonesia kalau berani buang identitas anda sebagai warga negara indonesia dan jangan berharap cari bansos cari proyek cari pekerjaan cari subsidi dari negara indonesia sampai disini kalian paham kan bagaimana teroris indonesia;-1;-1;-1;-1;;;
1565169020076445696;Yanna6324;"Semarak Hari Polwan Ke 74 mengelar Religi dan Beri Bansos ke masyarakat di wilayah linggasari ciamis jawa Barat
#HariJadiPolwanRI74
Polwan Tangguh Polwan Solid https://t.co/T8Isw8aC49";semarak hari polwan ke mengelar religi dan beri bansos ke masyarakat di wilayah linggasari ciamis jawa barat polwan tangguh polwan solid;0;0;0;0;;;
1565168748642054144;Oposite84159900;Rakyat memilih wakil nya agar bisa mencari jalan untk bisa hidup lebih nyaman, aman, serta lebih sejahtera tapi kenapa kalian malah bikin kami susah dengan menaikan harga² pokok! Pengalihan subsidi BBM ke bansos itu tdak efektip sama sekali;rakyat memilih wakil nya agar bisa mencari jalan untk bisa hidup lebih nyaman aman serta lebih sejahtera tapi kenapa kalian malah bikin kami susah dengan menaikan harga pokok pengalihan subsidi bbm ke bansos itu tdak efektip sama sekali;-1;-1;-1;-1;;;
1565168488297398272;cahaya_manusia;"Yang ngaku Teroris siapa hayo???
Masih isi BBM subsidi kan?
Masih gunakan Tabung Gas Subsidi kan?
Jangan jangan sekolah anak nya masih pakai subsidi Kartu Indonesia Pintar?
Atau kalian ikutan kursus online pakai kartu prakerja?
Atau masih rebutan bansos?
Dasar Teroris Miskin.";yang ngaku teroris siapa hayo masih isi bbm subsidi kan masih gunakan tabung gas subsidi kan jangan sekolah anak nya masih pakai subsidi kartu indonesia pintar atau kalian ikutan kursus online pakai kartu prakerja atau masih rebutan bansos dasar teroris miskin;-1;-1;-1;-1;;;
1565167906769743874;Tierra17649275;"Pemerintah memutuskan untuk memberikan bansos
IKN Berdampak Positif
#hematcermatBBM
#AlihSubsidiTepatGuna https://t.co/KHiit3dPO6";pemerintah memutuskan untuk memberikan bansos ikn berdampak positif;1;1;1;1;;;
1565167778889617408;Ghazala60976606;@muslimahnewscom Tidak cukup, sebab dengan kenaikan bbm harga² akan naik. uang dari bansos gak akan cukup memenuhi kebutuhannya.;tidak cukup sebab dengan kenaikan bbm harga akan naik uang dari bansos gak akan cukup memenuhi kebutuhannya;-1;-1;-1;-1;;;
1565167525696270337;Alisajjadfatih;@muslimahnewscom Tidak akan pernah cukup bantuan apapun,baik bansos maupun subsidi. Paradigma kelola yang keliru dgn menyerahkan kepada swasta adalah hal yang harus di hentikan.Negara semestinya mengelola langsung dan tentunya pengelolaannya dikembalikan pada paradigma shohih yakni Islam kaffah.;tidak akan pernah cukup bantuan apapun baik bansos maupun subsidi paradigma kelola yang keliru dgn menyerahkan kepada swasta adalah hal yang harus di hentikan negara semestinya mengelola langsung dan tentunya pengelolaannya dikembalikan pada paradigma shohih yakni islam kaffah;-1;-1;-1;-1;;;
1565167198083358721;KATADATAcoid;Sinyal kenaikan harga BBM semakin kuat setelah pemerintah pada awal pekan ini merilis bantuan sosial (bansos) tambahan dengan anggaran Rp 24, 17 triliun. https://t.co/G0aY9UShv2;sinyal kenaikan harga bbm semakin kuat setelah pemerintah pada awal pekan ini merilis bantuan sosial bansos tambahan dengan anggaran rp triliun;0;0;0;0;;;
1565166943740792832;rinjaniarum;"Subsidi BBM sudah sangat membebani APBN, padahal dampaknya tidak produktif bahkan tidak tepat sasaran. Bansos BLT dinilai terbukti efektif dan melindungi masyarakat rentan.
#SUBSIDITEPATSASARAN #HargaBBMberkeadilan #BBMUntukRakyat #AlihSubsidiBBMSelamatkanAPBN #KedaulatanEnergi https://t.co/6DVioi8n0O";subsidi bbm sudah sangat membebani apbn padahal dampaknya tidak produktif bahkan tidak tepat sasaran bansos blt dinilai terbukti efektif dan melindungi masyarakat rentan;1;1;1;1;;;
1565166829097852929;Rizki44874585;"@MRSquad07 @prastow Selama data masih berdasarkan kolektif RT, maka selama itulah bansos akan salah sasaran.
Dan bansos rentan jadi Bancakan pemegang kepentingan.";selama data masih berdasarkan kolektif rt maka selama itulah bansos akan salah sasaran dan bansos rentan jadi bancakan pemegang kepentingan;-1;-1;-1;-1;;;
1565166785254797312;givqes;Akan di salurkan bansos. https://t.co/GCY8PLPBAT;akan di salurkan bansos;0;0;0;0;;;
1565165503676817409;Rozzty5;"@jokowi Alihkan subsidi -&gt; harga2 naik -&gt; rakyat protes -&gt; kasih bansos dari hasil alih subsd -&gt; bansos habis -&gt; harga ttp naik -&gt; protes -&gt; kasih bansos lg -&gt; alih lg subsdi -&gt; harga2 naik lagi -&gt; rakyat protes -&gt; bansos lagi -&gt; tarik subs lg -&gt; harga naik -&gt; sogok bansos lg -&gt; ... dst";alihkan subsidi gt naik gt rakyat protes gt kasih bansos dari hasil alih subsd gt bansos habis gt harga ttp naik gt protes gt kasih bansos lg gt alih lg subsdi gt naik lagi gt rakyat protes gt bansos lagi gt tarik subs lg gt harga naik gt sogok bansos lg gt dst;-1;-1;-1;-1;;;
1565163240107442177;danangsirep1;@telmiwaayyyyy Betul juga, daripada ngeprank karena harga bensin naek ternyata gak jadi. Trus bansos itu diberikan yang tepat menerima. Di stabilin harga atau perlu operasi pasar tiap bulan sekali.;betul juga daripada ngeprank karena harga bensin naek ternyata gak jadi trus bansos itu diberikan yang tepat menerima di stabilin harga atau perlu operasi pasar tiap bulan sekali;1;1;1;1;;;
1565161799145918465;alex_hunter146;"@KiBajolIjo @pengarang_sajak Stok BBM Sampai Bulan Oktober
Bansos Bantalan Sosial Baru Kemaren Di Launching Jokowi Di Papua Dan Akan Bertahap Di Salurkan Secara Bertahap.";stok bbm sampai bulan oktober bansos bantalan sosial baru kemaren di launching jokowi di papua dan akan bertahap di salurkan secara bertahap;0;0;0;0;;;
1565161767046504448;JNurahma;"Pemerintah akan memberikan bansos tambahan sebagai pengalihan subsidi BBM sebesar RP 24,17 T #HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/Yi6Ex3WZD2";pemerintah akan memberikan bansos tambahan sebagai pengalihan subsidi bbm sebesar rp t;0;0;0;0;;;
1565161411977744384;lachrymosefate;solusi yang tidak menyelesaikan apapun, penerima bansos itu banyak yang tidak tepat sasaran, ujung dari semuanya siapa yang tersiksa dan terhimpit kesulitan? betul, masyarakat dengan pendapatan ekonomi rendah (lagi) https://t.co/GcX7dPAjrE;solusi yang tidak menyelesaikan apapun penerima bansos itu banyak yang tidak tepat sasaran ujung dari semuanya siapa yang tersiksa dan terhimpit kesulitan betul masyarakat dengan pendapatan ekonomi rendah lagi;-1;-1;-1;-1;;;
1565161400246599680;rima_imanov;"@pengarang_sajak kata bu sri ""bapak presiden nunda palu kenaikan harga bbm, fokus sama bansos blt subsidi bbm dulu... pemerintah kok main-main sama info masyarakat luas, moso pemerintah main prank, nahan demo massa ini... soalnya udah ketahuan anggaran 500 T nya boongan.. #rakyatdengkul""";kata bu sri bapak presiden nunda palu kenaikan harga bbm fokus sama bansos blt subsidi bbm dulu pemerintah kok main sama info masyarakat luas moso pemerintah main prank nahan demo massa ini soalnya udah ketahuan anggaran t nya boongan;-1;-1;-1;-1;;;
1565160625088565248;washabii22;Dibarengi dengan penghasilan akses usaha dan akses kerja yang mudah dan banyak peluangnya, tolong diliat pak kebawah jangan cuma bagi2 kaos dan sembako aja pak, rakyat butuh solusi jangka panjang pak bukan cuma yang sementara kayak bansos dan pkh 😭😭😭;dibarengi dengan penghasilan akses usaha dan akses kerja yang mudah dan banyak peluangnya tolong diliat pak kebawah jangan cuma kaos dan sembako aja pak rakyat butuh solusi jangka panjang pak bukan cuma yang sementara kayak bansos dan pkh;-1;-1;-1;-1;;;
1565160616163020803;washabii22;Biar ga terus terusan kudu nanggung beban yang begini berat pak, semua bahan pokok naik, sekarang malah bbm naik, pasti bakal disusul dengan harga2 barang dan kebutuhan lainnya naik juga, sementara laha buat usaha dan kerja malah makin sulit pak @jokowi, bansos pun banyak;biar ga terus terusan kudu nanggung beban yang begini berat pak semua bahan pokok naik sekarang malah bbm naik pasti bakal disusul dengan barang dan kebutuhan lainnya naik juga sementara laha buat usaha dan kerja malah makin sulit pak bansos pun banyak;-1;-1;-1;-1;;;
1565160571917385728;rahadhian_zaud;"@tvOneNews Survei setelah penyaluran bansos
Bukan saat BBM naik";survei setelah penyaluran bansos bukan saat bbm naik;1;1;1;1;;;
1565160157864112129;wrahardian2;@VIVAcoid efisiensi dulu saja, misal Bansos, BLT, Dana Hibah yg keluar bagai air bah,.dan fokus pd aktivitas yg akuntabel, jumlah PNS dan pegawai BUMN Migas yg sangat banyak juga faktor yg amat tidak efisien.;efisiensi dulu saja misal bansos blt dana hibah yg keluar bagai air bah dan fokus pd aktivitas yg akuntabel jumlah pns dan pegawai bumn migas yg sangat banyak juga faktor yg amat tidak efisien;-1;-1;-1;-1;;;
1565160076629143552;liputan6dotcom;VIDEO: Headline Kucuran Tambahan Bansos Rp 24,17 Triliun, Pengalihan Subsidi BBM Tepat Sasaran?: Negara-negara di dunia termasuk Indonesia tengah dipusingkan dengan kenaikan harga komoditas, salah satunya minyak mentah. Di Indonesia, kondisi ini membuat… https://t.co/TU7TT9sH08;video headline kucuran tambahan bansos rp triliun pengalihan subsidi bbm tepat sasaran negara di dunia termasuk indonesia tengah dipusingkan dengan kenaikan harga komoditas salah satunya minyak mentah di indonesia kondisi ini membuat;0;0;0;0;;;
1565159829135450112;si_demplonn;"Agak miris sebenarnya saat subsidi diberikan utk masyarakat pra-sejahtera tapi justru dinikmati oleh orang kaya.
Ada wacana kenaikan harga BBM, semua heboh. Padahal Subsidi BBM dikurangi jg utk ditambahkan ke anggaran dana bansos yg lain.
#BansosSubsidiBBM
https://t.co/WW0tzaON1v";agak miris sebenarnya saat subsidi diberikan utk masyarakat pra sejahtera tapi justru dinikmati oleh orang kaya ada wacana kenaikan harga bbm semua heboh padahal subsidi bbm dikurangi jg utk ditambahkan ke anggaran dana bansos yg lain;-1;-1;-1;-1;;;
1565159773359616001;InfoPublikIP;Pengamat kebijakan publik, Agus Pambagio, menyatakan kebijakan Pemerintah dalam pengalihan subsidi bahan bakar minyak (BBM) ke program bantuan sosial (bansos) tambahan sudah tepat. https://t.co/6eQjAQgUrz;pengamat kebijakan publik agus pambagio menyatakan kebijakan pemerintah dalam pengalihan subsidi bahan bakar minyak bbm ke program bantuan sosial bansos tambahan sudah tepat;1;1;1;1;;;
1565159482690502656;ChiznaW;@muslimahnewscom kenaikan BBM yang sering terjadi dinegeri ini hampir periodik tidak cukup diatasi hanya dngan subsidi ataupun bansos. Tetapi harus melakukan erubahan mendasar terkait pengelolaan dan seterusnya terkait bbm. negara sebagai pengelola lansung tanpa diserahkan pada swasta;kenaikan bbm yang sering terjadi dinegeri ini hampir periodik tidak cukup diatasi hanya dngan subsidi ataupun bansos tetapi harus melakukan erubahan mendasar terkait pengelolaan dan seterusnya terkait bbm negara sebagai pengelola lansung tanpa diserahkan pada swasta;-1;-1;-1;-1;;;
1565159386577653760;arjuromego;@siagiansulben @ChristWamea Bansos rawan penyimpangan lho...;bansos rawan penyimpangan lho;-1;-1;-1;-1;;;
1565159336879755269;SylviaAgustian3;@geloraco Bansos hanya sbg kompensasi saja karena dia menerapkan kebijakan yg tak pro rakyat. Yg luar biasa itu pemimpin yg mampu mensejahterakan rakyatnya dng menjadikan rakyatnya mandiri secara ekonomi. Bukan menjadikan rakyat sbg manusia lemah (dhuafa) melalui program bansosnya.;bansos hanya sbg kompensasi saja karena dia menerapkan kebijakan yg tak pro rakyat yg luar biasa itu pemimpin yg mampu mensejahterakan rakyatnya dng menjadikan rakyatnya mandiri secara ekonomi bukan menjadikan rakyat sbg manusia lemah dhuafa melalui program bansosnya;-1;-1;-1;-1;;;
1565158260650684416;aonekomon;@_chocohime_sub_ Mari turu🙌🏻 siapa tau besok bangun-bangun dikasi bansos beras ama kaer /heh;mari turu siapa tau besok bangun dikasi bansos beras ama kaer heh;0;0;0;0;;;
1565157792390217728;SylviaAgustian3;"@UyokBack Jangan lagi.
Saatnya rakyat kecil cerdas bahwa kalian hanya jadi permainan partai yg ngaku2 peduli wong cilik.
Peduli wong cilik itu berupaya mensejahterakan rakyat dimana rakyat bisa mandiri secara ekonomi. Bukan bagi2 bansos sbg kompensasi dari kebijakan yg tak pro pada rakyat.";jangan lagi saatnya rakyat kecil cerdas bahwa kalian hanya jadi permainan partai yg peduli wong cilik peduli wong cilik itu berupaya mensejahterakan rakyat dimana rakyat bisa mandiri secara ekonomi bukan bansos sbg kompensasi dari kebijakan yg tak pro pada rakyat;-1;-1;-1;-1;;;
1565157721653264384;optimus_krim;@ChusnulCh__ @KejaksaanRI @PDemokrat Ceelah cenul² cek bansos donk;ceelah cenul cek bansos donk;0;0;0;0;;;
1565156934424338433;sahat1062;"@bachrum_achmadi Lu terlalu minus !
Yang korupsi dana bansos itu oknum pribadi. Lu bandingkan dengan pengalihan subsidi BBM";lu terlalu minus yang korupsi dana bansos itu oknum pribadi lu bandingkan dengan pengalihan subsidi bbm;-1;-1;-1;-1;;;
1565156879109566465;aa_suwargana;@republikaonline @kasepth Uangnya sudah dipakai BLT/BANSOS...🤣 https://t.co/pvozudCih7;uangnya sudah dipakai blt bansos;0;0;0;0;;;
1565155972326182912;GurunPasir19;"makanya harus di boost dgn insentif tadi, kalau adanya dengan bansos saya sepakat bahwa itu sangat dibutuhkan
https://t.co/XOe15R10Ge
#BansosSubsidiBBM @mahesatiwi @BiLLRaY2019 @Paltiwest @LOVE_AG4EVER @FaGtng @Dennysiregar7 @ChusnulCh__ @AirinAirin_NZ @Rizmaya__ @YRadianto";makanya harus di boost dgn insentif tadi kalau adanya dengan bansos saya sepakat bahwa itu sangat dibutuhkan;1;1;1;1;;;
