Tweet ID;User;Tweet;orang 1;orang 2;orang 3;hasil
1582379015222230000;Hendrisah1;waw pertamina semakin keren nih pencapaiannya karena berhasil tekan emisi karbon hingga % 👍🏻;1;-1;1;1
1582378771893480000;pertamina;terima kasih untuk dukungannya sobat ayo bersinergi bersama pertamina :) -rizal-;1;-1;1;1
1582378469199070000;pangeran_kucin6;jangan lupa pln garuda dan pertamina yg gak pernah untung tp masih eksis;0;0;0;0
1582378441302650000;Alonaa_tiara;wah salute banget karena telah berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan nih guys;1;0;1;1
1582377383750820000;pertamina;terima kasih untuk dukungannya sobat semoga sukses selalu :) -rizal-;1;0;1;1
1582377079936410000;pertamina;terima kasih atas apresiasinya sobat semoga sukses selalu :) -rizal-;1;0;1;1
1582377062891150000;pertamina;terima kasih untuk harapan yang di berikan sobat semoga yang di cita-citakan segera tercapai :) -rizal-;1;0;1;1
1582376753162430000;KepalaMiliter;wah wah karena telah berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan lohh;1;0;1;1
1582375946291910000;pertamina;terima kasih sobat ayo jangan kalah semangat pastikan memberikan usaha terbaik di kesempatan apapun :) -rizal-;1;0;1;1
1582375665101600000;Kotakarang4;luar biasa ini berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan;1;0;1;1
1582375357834920000;Beniprabowo12;mantep guyss telah berhasil tekan emisi karbon persen kini rating esg pertamina alami kenaikan loh woww keren 😎;1;0;1;1
1582374942317740000;Hyeriego1;luar biasa nih maju terus dan sukses selalu pertamina;1;-1;1;1
1582374107928140000;b3nzsatria;"orang cina! yg masih seneng idung babi bakal besar kepala &amp; besar mulut! nyap nyap kagak pake isi! wong produk buatanya cuman cari untung! &amp; tukang tipu! pinjol milik siapa! milik orang sifit! dipajakin sama sikowi! gaji direktur pertamina berapa!";-1;0;-1;-1
1582373875132030000;pudxar;sukses selalu pertamina;1;0;1;1
1582373554959810000;ar_akramAR;"mengingat sejarah boleh tapi lihat dulu seperti apa dan siapa pelaku sejarahnya sejarah narapidana doyan daun muda ko diikuti pertamina bangkrut
 istri ditinggal berpikir itu maju kedepan punya visi bukan malah mundur kaya gini mau memajukan jakarta";-1;0;-1;-1
1582373533912400000;perihw;mantap nih pertamina;1;1;1;1
1582373514438330000;sejakz;terbaik nih pertamina;1;0;1;1
1582373449502440000;MSobari88931055;asal ngeceplak aja ni pertamina nai ketawa;-1;0;-1;-1
1582373352383320000;pvrivasi;good job nih;1;0;1;1
1582373204932570000;harryabrianto;dulu iya a wkwk tapi skrg udah engga terus skrg juga udah gak mau pertamina lagi kecuali terpaksa 🫣;-1;-1;-1;-1
1582373120153100000;cnbcindonesia;wujudkan nze pertamina teken sejumlah perjanijan kerja sama;1;0;0;0
1582373092281950000;jikerbelle;"mantap deh berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 sukses selalu pertamina";1;0;1;1
1582372971444070000;stardustch_;mantap nih berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan good job pertamina kinerjanya selalu baik deh🤗🙏🏻;1;0;1;1
1582372937323380000;bintangggterang;"wow berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 mantap bgt nih ya 👍🏻👍🏻";1;-1;1;1
1582372752698540000;jikerbelle;luar biasa bgt euy berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan wow ini kinerja yg baik;1;0;1;1
1582372568597950000;Ayuasintami;"berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 mantap! pertamina memang the best 👍";1;0;1;1
1582372408341590000;detikfinance;berdasarkan hasil investigasi knkt klakson tambahan atau klakson telolet jadi salah satu penyebab utama kecelakaan truk pertamina di jalan transyogi cibubur;1;0;0;0
1582372374967910000;azulaozai_;"pernah ngingetin alm buat berenti di pom malah jawabnya i know my car
 besokny w ke pertamina bawa botol";0;0;0;0
1582372216573860000;RamaPrasetyo88;masa pertamina yg sudah puluhan tahun usianya rela sih meruntuhkan reputasi baiknya dengan meraup keuntungan dari merugikan masyarakat/konsumennya sendiri;-1;0;-1;-1
1582372130741970000;mondaykkim;"mantap berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 sukses selalu pertamina";1;0;1;1
1582372128078570000;bcunnys;mantap nih berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan good job pertamina kinerjanya selalu baik 🤗🙏🏻;1;0;1;1
1582371948918540000;ZakyFachru;keknya hp jaman skrg bukan sesuatu yg mahal dehjd teringet my pertamina kemarin;1;1;0;1
1582371600472880000;onuklir;"wow berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 mantap nih ya 👍🏻👍🏻";1;0;1;1
1582371597641430000;bintangggterang;"berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan
 mantap deh! pertamina memang the best 👍";1;0;1;1
1582371532076040000;Zyanpatra;wujudkan energi bersih di indonesia pertamina jalin kerja sama antar-bumn dan perusahaan dunia;1;0;1;1
1582371042110340000;nasrsfd;kami mendoakan yg terbaik buat pertamina;1;0;1;1
1582371036959360000;showijean;emang terbaik deh pertamina;1;0;1;1
1582370711791760000;adreena_2;wahhh goodjob nih pertamina smoga ketahanan energi nasional ttp terjaga;1;0;1;1
1582370512570750000;seetherbest;untuk masyarakat rentan;1;0;0;0
1582370500868640000;seetherbest;top bbm subsidi;1;0;1;1
1582370361215050000;Salim09735849;pertamina melempemcuma bisa naenkin harga doang di taro di posisi apaan jugaga ngaruh hancur iya taik taik taik;1;-1;-1;-1
1582370292935980000;seetherbest;langkah tepat;1;-1;1;1
1582370066783670000;seetherbest;bbm subsidi harus untuk masyarakat rentaan;1;0;1;1
1582369748041360000;seetherbest;blt tepat sasaran;1;0;1;1
1582369541115750000;seetherbest;luar biasa pemerintah;1;0;1;1
1582368903832820000;seetherbest;makasih pakdhe;1;0;1;1
1582368679270170000;seetherbest;blt tepat dengan sasaran;1;0;1;1
1582368601368950000;seetherbest;pertalite tetap aman;1;-1;1;1
1582368526987560000;seetherbest;stop orang kaya beli bbm subsidi;1;-1;1;1
1582368336486500000;seetherbest;blt bbm tepat sasaran;1;1;1;1
1582368330123720000;anyelir2006;suamiku berkali-kali gagal mcu pertamina x pln x karena tensi tapi di perusahaan swasta lolos gak pakai orang dalamcuma memang ikut tes tes rekruitmen dari kampus semangat ya inshaallah ada rejeki minta doa orang tua;1;0;0;0
1582368204860830000;seetherbest;subsidi utk masyarakat rentan;1;0;1;1
1582367823807950000;seetherbest;subsidi bbm tertutup;1;0;1;1
1582367657885430000;azhari_fina;sukung terus progam pertamina;1;0;1;1
1582367565590190000;seetherbest;terimakasih pak jokowi;1;1;1;1
1582367426314110000;seetherbest;bbm subsidi untuk rakyat kecil;1;0;1;1
1582367316725370000;seetherbest;kebijakan sudah tepat;1;0;1;1
1582367190279690000;azhari_fina;terimakasih pertamina sukses terus dan berkembang;1;0;1;1
1582367159249880000;Pastibaik2;keren banget nih pencapaiannya pertamina 🔥;1;0;1;1
1582366735738740000;seetherbest;subsidi untuk masyarakat rentan;1;0;1;1
1582366358016170000;RahmaNurZahra6;potensi seperti ini patut di apresiasi oleh negara;1;-1;1;1
1582366225522650000;RahmaNurZahra6;terimakasih potensi yang berdampak positif untuk bumi ini;1;0;1;1
1582365932046890000;pertamina135;hai sobat ali mengenai hal tersebut sudah kami bantu sampaikan melalui dm ya terima kasih -emil;1;0;1;1
1582365870126290000;maecathy_d;sangat mendukung;1;0;1;1
1582365820172500000;maecathy_d;harga masih terjangkau dengan kualitas baik;1;-1;1;1
1582365639011750000;NoviantiFarhani;potensi pertamina memang tidak diragukan lagi sangat meminimalkan dampak lingkungan;1;0;1;1
1582365281900720000;maecathy_d;orang kaya jangan beli bbm subsidi lah;0;-1;0;0
1582365252481880000;NoviantiFarhani;pengurangan emisi ini berdampak baik untuk keselamatan dan kesehatan;1;0;1;1
1582365233917860000;maecathy_d;pertamina luar biasa;1;0;1;1
1582364524623330000;ebelinfabio;pak jokowi kenapa pertamina macet terus kaya masuk surga pak jokowi;1;0;1;1
1582363405188760000;maecathy_d;blt lebih efektif;1;0;1;1
1582363258920410000;MutiaraPutriA13;penurunan emisi akan berdampak positif terhadap perubahan iklim;0;0;1;0
1582363190834230000;MutiaraPutriA13;waaw hebat kerja keras pertamina sangat berdampak baik dan mampu menyelamatkan bumi dari pemanasan global;1;0;1;1
1582363101663730000;maecathy_d;bbm subsidi utk rakyat;1;0;1;1
1582363085406290000;Zie83132906;taat pd tuhan tp selingkuh sm ajudan bininya dn malah fitnah klo bininya selingkuh th pdhl ci vero adl wanita yg sgt baik smp anaknya pd trauma pny bokap kelakuan ajaib dtaro jd gub lungsuran krjnya gusurkasus mark up dn lainnya d pertamina jd gusurin warga rugi pula;-1;0;-1;-1
1582363034072120000;RohmaniaSeptia1;kita juga harus ikut menjaga keberlanjutan bumi untuk kehidupan generasi mendatang;1;0;1;1
1582362937766780000;maecathy_d;orang yg mampu jangan beli yg subsidi dong;0;0;0;0
1582362837732640000;maecathy_d;subsidi harus tepat sasaran;0;-1;0;0
1582362792882910000;NovitaF52450738;sangat mendukung demi kelestarian alam dan keberlanjutan bumi;1;-1;1;1
1582362744447110000;maecathy_d;bbm tepat sasaran;1;0;1;1
1582362675215890000;okezonenews;wujudkan energi bersih di indonesia pertamina jalin kerja sama antar bumn dan perusahaan internasional lengkapcepatberitanya keuangan ekonomi;1;0;1;1
1582362583817850000;NovitaF52450738;semoga dengan hasil kerja keras ini bisa meningkatkan produksi minyak dan mengurangi emisi karbon dioksida;1;0;1;1
1582362516461520000;id_quarter;pt pertamina perusahaan ini siap menawarkan gaji kepada fresh graduate sebesar rp juta/bulan💸 psst itu belum termasuk tunjangan lain seperti tunjangan lain seperti tunjangan kesehatan dan rumah dinas lho!🤫;0;0;0;0
1582362479622910000;maecathy_d;subsidi bbm tepat sasaran;0;0;0;0
1582362432504100000;maecathy_d;terima kasih pemerintah;1;0;1;1
1582362301801240000;maecathy_d;semua untuk kebaikan bersama;1;0;1;1
1582362249435690000;maecathy_d;harus ada regulasi utk mengatasi hal ini;0;0;0;0
1582362213548930000;liputan6dotcom;wujudkan energi bersih di indonesia pertamina jalin kerja sama antar bumn dan perusahaan internasional;0;0;0;0
1582362158301470000;ScherazadeMS;ngga ada nama tikungan pertamina disebutnya masih tikungan sirkuitnya yang bernama pertamina mandalika international circuit;0;0;0;0
1582362076223110000;Ugi_maauuunnggg;ya gimana ya bang kamu nya masa iya yunki minta beneran ke pertamina 😭😭😭;-1;0;0;0
1582362056334140000;IndahYu22583157;dengan ini penerapan teknologi rendah karbon harus ditangani bersama agar negara maju dan terus berkembang;1;0;1;1
1582361984972260000;Dodhy_As;biar kata nya dia merem aja pertamina untung kenyataan rugi t akhirnya jabatan nya cuman sebentar;-1;-1;-1;-1
1582361983885510000;faktaidn_;krakatau steel jajaki pengembangan ebt bersama pt pertamina power indonesia dan ignis energy holdings cilegon banten;0;0;0;0
1582361847168390000;berlianmedia1;dalam rangka mengoptimasi transisi energi menuju energi terbarukan dan tindak lanjut terhadap kesiapan pengembangan biomethanept pgn tbk sebagai subholding gas pertamina menyepakati kerja sama pengembangan bisnis bio-cng bersama pt kis biofuels indonesia;1;0;0;0
1582361717715410000;IndahYu22583157;komitmen pertamina dalam upaya mendukung program transisi energi;1;0;0;0
1582361617412820000;sincosnann;ngeliat sg pertamina udah interview user sdgkan di aku masih tahap verivikasi berkas🫠😟😩;0;0;0;0
1582361525389450000;agrdumb;mandalika selain tikungan pertamina t brp lg yg punya nama;0;-1;0;0
1582361399493160000;kumparan;ada tanda tangan kerja sama yang dilakukan pertamina berharap bisa sama-sama mengejar target energi bersih dan bebas emisi karbon;1;0;0;0
1582361087542180000;rinjanichyti;duduk di kursi pertamina dong😭😭 positif thinking aja mungkin maksudnya di kursi komisaris pertamina soalnya di spbu gaada kursinya🙃;0;0;0;0
1582361084509310000;Lianaaluv;memang terbaiiik banget deh pertamina sukses slalu ya;1;0;1;1
1582360927193930000;Luvaoki;aamiin semoga semua berjalan seperti yg diharapkan maju terus pertamina!;1;0;1;1
1582360921292220000;ahmad_sahri1979;si tambah tuwek tambah goblokapa lu pikir ahok dipertaminapertamina makin jayayg ada ancur😁😁😁🤭🤭;-1;0;-1;-1
1582360877218480000;IDX_BEI;press release pertamina gandeng bei untuk perdagangan karbon selengkapnya;0;0;0;0
1582360842594440000;na_ritik;blt bbm membantu daya beli masyarakat agar tetap stabil;0;1;1;1
1582360790551910000;pertamina;pastinya sobat ayo jangan kalah semangat pastikan memberikan usaha terbaik di kesempatan apapun :) -rizal-;1;0;1;1
1582360675804140000;na_ritik;bbm bersubsidi bukan untuk orang kaya;0;0;0;0
1582360481989530000;na_ritik;pertamina terus melakukan pengawasan pendistribusian;1;0;0;0
1582360436443210000;caffeixne;punyaku screening nya msh abu kaget jg liat story pertamina udh pada onboarding program🗿;0;0;0;0
1582360272777650000;na_ritik;makna dari subsidi dan ditunjukkan untuk siapa harus benar² dipahami;0;0;0;0
1582360218696310000;psychiatrust;emang pertamina punya balon gue ngantuk;0;0;0;0
1582360217299210000;na_ritik;penyesuaian harga bbm sdh tepat;0;0;0;0
1582360047983600000;yunacityx;luar biasa sekali pertamina semoga maju terus kedepannya!;1;0;1;1
1582359886062840000;1ntipz;karena tai setitik rusak se dki 🤣🤣 eh pertamina juga dink;-1;0;-1;-1
1582359876017140000;na_ritik;harus dibuat regulasinya;0;0;0;0
1582359872938470000;berlianmedia1;subholding gas pertamina pt pgn tbk memiliki inisiatif untuk mengembangkan bisnis biomethane sebagai salah satu program langkah dekarbonisasi khususnya pada industri kelapa sawit;0;0;0;0
1582359714368990000;pertamina;ayo sobat selalu pupuk terus semangatnya dan berikan yang terbaik sukes sob :) -rizal-;1;0;1;1
1582359712837690000;na_ritik;stok bbm hingga akhuir tercukupi;0;0;0;0
1582359696060470000;BioChEdiary;gg semuanya kecuali trb skrng official penemuan baru enzim glikolase gais boom jadi asetil koa gaperlu repot lagi;0;0;0;0
1582359608248520000;na_ritik;koordinasi sangat dibutuhkan;1;0;1;1
1582359402471820000;na_ritik;penyaluran blt bbm tepat sasaran;0;1;1;1
1582359344045100000;BioChEdiary;uts sehari done bye bye selasa dajjal;-1;0;0;0
1582358600437360000;na_ritik;blt bbm mampun tingkatkan daya beli masyarakat;1;1;1;1
1582358316390710000;ade_iman98;omong pakai akal sedikit … pertamina komisarisnya lo diem munafik;-1;0;-1;-1
1582358239899180000;na_ritik;kuota bbm subsidi dipastikan cukup hingga akhir tahun;0;0;0;0
1582358226041200000;merdekadotcom;wujudkan energi bersih pertamina kerja sama antar bumn dan perusahaan internasional;1;1;1;1
1582357964916430000;na_ritik;blt bbm sangat dibutuhkan oleh masyarakat rentan;0;0;0;0
1582357797723080000;na_ritik;jangan mengambil hak orang lain;-1;0;-1;-1
1582357444323210000;pertamina;pertamina selalu termotivasi untuk memberikan usaha terbaik demi kemajuan bangsa terima kasih sobat telah menjadi bagian dari pertamina :) -rizal-;1;0;1;1
1582357401160020000;na_ritik;pertalite tetap irit;1;0;1;1
1582357265436550000;na_ritik;subsidi tertutup bisa jadi solusi;1;0;1;1
1582357179256180000;na_ritik;pertalite irit dan hemat;1;0;1;1
1582357000197120000;truntungs;belum kerja udah banyak bacot sama kaya ahoaks bacot doang di gedein prestasi nolliat aja pertamina;-1;0;-1;-1
1582356621581520000;na_ritik;subsidi bbm terbuka berisiko membuat subsidi tdk tepat sasaran;-1;0;-1;-1
1582356559849730000;pertamina;semoga sukses sobat terima kasih atas dukungannya :) -rizal-;1;0;1;1
1582356241619480000;na_ritik;blt bbm jaga daya beli masyarakat;1;0;1;1
1582356174875560000;IrvanWis;pertamina gamungkin rugi;0;0;0;0
1582355747395930000;WakniSyaiful;manusia dungu sok pinter masuk ke pertamina rugi t;-1;0;-1;-1
1582355731033950000;modrenews;pertamina moves forward on rosneft project;1;0;1;1
1582355688377840000;penangsang02;g juga beliau malah dah enak tuh di pertamina😝🤣;-1;0;-1;-1
1582355534237250000;TemenBaik4;punya pemerintah bos spbu pertamina nya alias bukan swasta kode blkg nya;0;0;0;0
1582355418671570000;meretas_jalan;"mau gué lo jangan sok tau dan sok merasa paling bener
 bumn rugi apa untung
 esemka ilusi apa narasi
 pertamina stabil apa labil
 kartu sembako murah nyata apa hayalan tau luuh tuh jawabannya
 gue sih tau semua cukup satu kata gagal";-1;0;-1;-1
1582355243551310000;octaoliaara;wkwkwkwkw pertamina;0;0;0;0
1582355207677090000;VIVAcoid;buat umk naik kelas dan mudahkan transaksi pertamina rancang smexpo;1;-1;1;1
1582355167575700000;EmiliaaAmell;yakin deh pasti bisa terkejar target nze semangat!!;1;-1;1;1
1582355067490880000;Nadiramay2;langkah yang tepat dan inovatif 👍;1;0;1;1
1582355025250360000;Seo_yeonii;keren deh bumn selalu memberikan nilai dan dampak positif bagi masyarakat indonesia;1;0;1;1
1582354944807430000;Tristan_vensha;mantap bumn selalu berinovasi untuk kembangkan inisiatif strategis untuk kejar target nze;1;0;1;1
1582354915694850000;MuflihulKhair;pertamina geotermal energi maksudnya kan;1;0;0;0
1582354906463490000;ballapann;percayakan pada pertamina;1;0;1;1
1582354821914380000;Whizkaz_22;itulah pentingnya pendataan oleh pertamina;1;0;0;0
1582354808006100000;RenjerHijau;pangsit mi pertamina;1;0;0;0
1582354709549310000;Havez1999;keren nih pertamina;1;0;1;1
1582354658844060000;Havez1999;semangat terus pertamina;1;0;1;1
1582354549473370000;Whizkaz_22;mantab pertamina;1;0;1;1
1582354472688550000;Ijongnan;dukung langkah bumn dalam membangun portofolio dan ekosistem yang mendukung dekarbonisasi dan mencapai nze;1;0;1;1
1582354369122480000;Whizkaz_22;inilah perlunya pendataan opeh pertamina;1;0;1;1
1582354239711420000;Whizkaz_22;iyalah bbm pertamina dijamin aman;1;0;1;1
1582354209143340000;posbakumpranaja;wujudkan energi bersih di indonesia pertamina jalin kerja sama antar bumn dan perusahaan internasional;1;0;0;0
1582354070169610000;pantau24jam;wujudkan energi bersih di indonesia pertamina jalin kerja sama antar bumn dan perusahaan internasional;1;0;0;0
1582354043183080000;Jvockss;dukung banget ni langkah bumn untuk membuat indonesia lebih hijau 👍;1;0;1;1
1582353904846590000;rizkipasus;kaga tu motor gw isi bensin apa aja yg kaga ngantri bagus aja gw ngisinya ntar shell ntar vivo ntar pertamina;1;0;0;0
1582353823862960000;republikaonline;pertamina international shipping jadikan perusahaan jepang nyk mitra bisnis;1;0;0;0
1582353693558470000;Rossrosyrose;good job!! semoga segera tercapai target nze 😍;1;0;1;1
1582353470819930000;Whizkaz_22;pertamina mantab;1;0;1;1
1582353267379470000;Lunaalisaaa;keren semoga target bebas emisi karbon terwujud 👍;1;0;1;1
1582353209452280000;Havez1999;pertamina terbaik 🙏;1;0;1;1
1582353005810090000;ipsakn;dekete rel kereta pertamina;1;0;0;0
1582352936142700000;Whizkaz_22;pertamina sudah benar;1;0;1;1
1582352824049880000;infoJATIASIH;kematian para korban kecelakaan maut truk pertamina di cibubur betul² sia² penyebabnya adalah kecerobohan lebih tepatnya kebodohan telolet;-1;0;0;0
1582352556239390000;yourbbyhwang;"mulai hari ini gue resmi pindah ke shell bye bye pertamina
 walopun lebih mahal tarikannye lebih enak pake pertamax brebet brebet anyingggg anehh";-1;0;-1;-1
1582351508833590000;4havez5;pertamina terbaik;1;0;1;1
1582351333503680000;RadioPenyiar;blt bbm sangat membantu masyarakat yg kurang mampu bbm pertamina dijamin aman;1;0;1;1
1582350753792130000;Elrito_M;mantab pertamina;1;0;1;1
1582350658656560000;ayu_dwita4;mantep guyss telah berhasil tekan emisi karbon persen kini rating esg pertamina alami kenaikan loh woww keren;1;0;1;1
1582350578704750000;AFilzy;wahhh berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan mantabs!!;1;0;1;1
1582350334646980000;GZahlea;yuhuuu berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan seneng deh;1;0;1;1
1582350066773530000;4havez5;kinerja pemerintah dan pertamina keren;1;0;1;1
1582349929422650000;jinyoungbahenol;kalo aku bakal jawab aku saham pertamina;1;0;0;0
1582349708684850000;Dwiyuyun42;berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan nih guys 😍😍;1;0;1;1
1582349581559270000;KakUlick;warbiazaahh nib sudah berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan;1;0;1;1
1582349414085330000;Rendiganteng71;nah bener tuh buat yg lebih membutuhkan yg bersubsidi mah;1;1;1;1
1582349302961090000;4havez5;semangat terus untuk pertamina;1;0;1;1
1582349068021290000;aguskuswanto151;"sekarang masanya pak heru utk urusin jakarta dan memperbaiki kerusakan yg disebabkan gubernur sebelumnya
 masa ahok sudah lewat dan sudah nyaman di pertamina";1;0;1;1
1582349063734760000;Rojeanne_d;yg daftar khusus yg ekonomi menengah bawah aja yahh;0;0;0;0
1582348937457200000;Economicreview_;pgn subholding pertamina komitmen perluas jaringan gas bumi dalam negri gasbumi;1;0;0;0
1582348768728710000;okezonenews;komitmen esg pertamina hulu energi tanda tangani perjanjian karbon kredit lengkapcepatberitanya beritaterkini;1;0;0;0
1582348714454430000;4havez5;semangat terus pertamina;1;0;1;1
1582348540268790000;Inginsholehah1;yaa intinya tuh pertalite adalah bahan bakar yg dikhususkan untuk masyarakat yg kurang mampu;-1;0;-1;-1
1582348526872560000;heojin_park;bbm bersubsidi diperuntukkan bagi mereka yg masuk dlam kategori menengah kebawah gtuu yaah;0;0;0;0
1582348501408570000;oddypratama4;dimana mana klo pelayanan publik buka pengaduan pasti rame pak coba aja polisipln sama pertamina buka juga pasti banyak yg lapor 😁;0;0;0;0
1582348385645840000;taeverss_y;yang udah mampu jangan pake lagi bbm bersubsidi dongg guyss sadar ya;0;1;0;0
1582348321083260000;ersaaf_;teman mohon bantuannya ada yang pakai aplikasi my pertamina mohon bantuannya yaa bisa reply atau langsung dm akuu satu jawaban dari kalian sangat berguna untuk saya terima kasih🙏🏻♥️;0;1;0;0
1582348272089570000;to_beinh;"lu bicara gaptek woy goblok ketika pertamina nyuruh warga download my pertamina lu kemana 
 ketika covid nyuruh warga download aplikasi peduli lindungi lu kemana munafik loh";-1;1;-1;-1
1582348240716210000;CahUtan;"ton solar diselewengkan 😲😲
 trus yg begini ga dibilang mafia nelayan susah ttp yg salah pemerintah/pertamina 👊 pt urm di lampung diduga selewengkan solar hingga ton ada orang tersangka";-1;1;-1;-1
1582348121723800000;deritaduka11;waw pertamina semakin keren nih pencapaiannya karena berhasil tekan emisi karbon hingga % 👍🏻;1;0;1;1
1582348100923890000;Bakalsukses3;nah yang sekiranya mampu jangan pake bbm bersubsidi lhah taa;1;0;1;1
1582348068187700000;internetan12;wah salute banget karena telah berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan nih guys;1;1;1;1
1582347945663290000;4havez5;dukung pertamina;1;1;1;1
1582347933713690000;akusyukakamu4;wah wah karena telah berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan lohh;1;1;1;1
1582347672278960000;Berkahdong1;bbm bersubsidi itu buat yg bener bener ga mampu;0;1;0;0
1582347670693080000;docwtor;semangat teruss;1;1;1;1
1582347433362700000;mapelaku;luar biasa ini berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan;1;1;1;1
1582347431760790000;4havez5;pertamina terbaik;1;1;1;1
1582345973367350000;slfeepy;goodjob pertamina👏;1;1;1;1
1582345910117630000;mapelaku1;berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan lho keren bangett;1;1;1;1
1582345706375110000;harjunapurwanto;"channel tv yg berkualitas &amp; narasumbernya inspiratif
 in frame: dirut pertamina dirut pln &amp; ceo kopi kenangan";1;0;0;0
1582345530302400000;Setanimut4;nah bener tuh buat yg lebih membutuhkan aja ya;0;0;0;0
1582345419199110000;kangDed18255164;knkt: kecelakaan tabrakan beruntun truk tangki pertamina akibat kegagalan pengereman;0;0;0;0
1582345187270890000;detikindonesia7;krakatau steel jajaki pengembangan ebt bersama pt pertamina power indonesia dan ignis energy holdings;1;0;0;0
1582345090265100000;PutriRajaku;berhasil tekan emisi karbon hingga % wajar jika rating esg pertamina alami kenaikan 👍🏻👍🏻👍🏻;1;0;1;1
1582344979451870000;_Putries;wow luar biasa berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan good job emg deh 👍🏻;1;-1;1;1
1582344448125860000;AsokaHei;mantap!! berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan bangga deh dgn kinerjanya ya 🤗;1;-1;1;1
1582344372741300000;n4byl5;kita apresiasi kinerja pemerintah dan pertamina;1;0;1;1
1582344183964090000;AladinSidhart;good job! berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan yeay hebat bgt nih loh 🥲;1;0;1;1
1582344073343810000;n4byl5;produksi bbm pertamina dijamin aman;1;0;1;1
1582344026375630000;n4byl5;apresiasi kinerja pemerintah dan pertamina;1;0;1;1
1582343993790440000;RamlanAji1;sangat keren ya berhasil tekan emisi karbon persen rating esg pertamina alami kenaikan moga selalu memberi yg terbaik👍🏻;1;0;1;1
1582343764583930000;novitanay10;si ngahok malah bully ayat kejam biadab skrg malah korup di pertamina bandit;-1;0;-1;-1
1582343669297800000;n4byl5;bbm pertamina dijamin aman;1;0;1;1
1582343453261800000;henisafitry1;sangat menghormati orang banyak untuk itu pertamina sangat dicintai;1;0;1;1
1582343397255170000;Ghiavero;pertamina sangat bertanggung jawab dengan apa yang mereka perkerjakan;1;0;1;1
1582343378821610000;kemod_ferguso;"ngapain lu brisik ngurusin cecunguk pertamina yg bikin tekorrrr!
 ampe kiamat warga dki gak mau dipimpin si mulut taik menista agama ok
 🤣";1;-1;-1;-1
1582343357619050000;fadilahnauval1;patut menjadi kebanggaan masyarakat pertamina;1;0;1;1
1582343242708060000;editiyaputra2;pertamina hebat fokus dengan apa yang di berikan untuk masyarakat;1;0;1;1
1582343024301950000;worksfess;work! internship pertamina itu udh selesai recruit ya ternyata 😂🥲 liat web ga ada kabar tolak atau lanjutternyata dah kelar wkwk;1;0;0;0
1582342920547410000;Hermaw_wan;dukung langkah untuk mencapai net zero emission;1;1;1;1
1582342892840160000;ClarJojiluv;pertamina membantu perjuangan masyarakat untuk menjadi lebih baik;1;1;1;1
1582342879724200000;ardifiancrazy;pertamina sangat bagus dalam mencapai tujuan mereka;1;1;1;1
1582342878633700000;ameliyadestyan1;selalu siap dalam menghadapi sesuatu adalah ciri khas bagus dari pertamina;1;1;1;1
1582342866650560000;AgniSeggy;karakter yang kuat adalah sesuatu yang bagus dari pertamina;1;0;1;1
1582342786073840000;dickyrochman1;pertamina percaya diri dengan kemampuannya utk memberikan yang terbaik;1;0;1;1
1582342779862020000;januar_lintang;pertamina berkembang dengan baik menjadi hebat;1;0;1;1
1582342736782690000;sogorgdlya;"thinking about dressing up as pertamina biar aku &amp; dia bs mulai dari lagi:)";1;0;0;0
1582342709901390000;Putriamiiraa;mendukung dekarbonisasi dan mencapai net zero emission (nze);1;0;1;1
1582342658097190000;henisafitry1;pertamina membantu banyak orang meraih kesuksesan;1;-1;1;1
1582342654075240000;henisafitry1;kebaikan dari pertamina akan terbalas dengan kebaikan yang lebih baik;1;0;1;1
1582342628426670000;Ghiavero;pertamina masih menjadi yang terbaik untuk masyarakat;1;1;1;1
1582342617073080000;fadilahnauval1;pertamina memberikan yang terbaik untuk tiap hari masyarakat;1;1;1;1
1582342481949360000;editiyaputra2;pertamina selalu ambisius untuk bekerja lebih baik;1;1;1;1
1582342465339950000;ClarJojiluv;masyarakat sangat mendukung pertamina;1;1;1;1
1582342373258180000;KyungMee14;mantap! semoga bisa mencapai nze;1;1;1;1
1582342270925170000;ardifiancrazy;pertamina semangat untuk memberikan kebahagiaan bagi masyarakat;1;1;1;1
