;username;tweet;orang 1;orang 2;orang 3;hasil;;;;;;;;
1580120580946530000;RepelitaO;kamu ambil ke danpaspampres;0;0;0;0;;;;;;;;
1582976347906850000;azwarsiregar;setahu saya pertahanan maritim kita juga jauh lebih kuat cuma kalau untuk action nya mesti jadi presiden karena sekalipun tni dibawah koordinasi kemenhan tetap saja presiden yang memberi perintah ke panglima tni 🙏;1;1;1;1;;;;;;;;
1582244002505840000;pluviophilesa;iyaaa ngakak bgttt tninya 😭🤣🙏🏼;1;1;1;1;;;;;;;;
1583288481090270000;teahpait;gue lulus apt mau nyoba masuk tni boleh lah ya wkwkwk tapi fisik gue ga tangguh loyo bgt 🫠;-1;-1;-1;-1;;;;;;;;
1581656508235860000;timlovers;sungkono mantan kepala disdukcapil wonogiri pernah jadi tentara dan bercita-cita jadi atlet badminton;0;0;0;0;;;;;;;;
1579771565616830000;Myldaria;nanti pulang ke indonesia bawa tentara merasa dibuang oleh rajanya;-1;-1;-1;-1;;;;;;;;
1582999150798730000;Popularitascom;tni terjunkan 12 kapal perang dan empat pesawat tempur di bali;1;1;1;1;;;;;;;;
1579808973213300000;xipert17;imbas kendaraan militer bmp yang mogok tentara ukraina buru buru kabur hindari tembakan rusia;0;0;0;0;;;;;;;;
1581947188371820000;KVcookies_Aries;jeka kan ambis tuh tetiba bayangin dia gaet banyak prestasi dan gelar selama jadi tentara aduh aduh pasti gue as fans bangga dan ataupun dia biasa2 aja pun gak masalah terpenting tenaga mudanya tersalurkan untuk negara hehe apapun itu gue dukung;1;1;1;1;;;;;;;;
1581332183964590000;yashadipura;ho ohhh setujuh;1;1;1;1;;;;;;;;
1580323236591860000;ANTARAJatim_;pangkalan tni al lanal banyuwangi yang juga membawahi situbondo melakukan komunikasi sosial maritim komsosmar dengan pemerintah kabupaten situbondo rabu;0;0;0;0;;;;;;;;
1582305275595620000;herojvnz;siapa yg udh gede masi main tentara tentaraan adick adick;-1;-1;-1;-1;;;;;;;;
1582703921851960000;SoftWarNews;🇨🇴 🇺🇦 ☠️ ⚰️ prajurit angkatan darat kolombia demiliterisasi di ukraina pada 8 oktober diketahui tentang demiliterisasi jorge bohyrquez dari kolombia menurut media lokal dia adalah seorang prajurit aktif tentara kolombia bertugas di pasukan terjun payung;0;0;0;0;;;;;;;;
1582349880860650000;daegu_yoon93;ganti ayo jadi bapak tentara;-1;-1;-1;-1;;;;;;;;
1580729352001840000;RudyRudyNKRI;apakah aktivitas yg berisiko tinggi utk kemajemukan bangsa yg menjadikan isu ras motor penggerak dibiarkan cc;-1;-1;-1;-1;;;;;;;;
1582948697046120000;13O35;iyaa yang pertama emang banyak yang menyangkal gini meskipun udah dari pihak tni au sendiri bilang mereka ada latihan drum band gitu;-1;-1;-1;-1;;;;;;;;
1582930174819320000;WqKusuma2;tab 25 mprs 66memang tidak tercantum namun ikrar bentuk pemikiran karl marx masih melekat sebagai politik revolusioner ajaran komunis yang masih diturunkan pada generasi selanjutnya namun atas pertimbangan panglima tni saat ini sah sajajika tidak melanggar falsafah pancasila;1;1;1;1;;;;;;;;
1582980648981390000;rikssss;suangar bapak bapak tentara ini badannya bagus bagus;1;1;1;1;;;;;;;;
1583029556742540000;SwanteSH;jenderal andika promosikan perdamaian ke seluruh panglima di kawasan indo pasifik insight tni;1;1;1;1;;;;;;;;
1580860575416190000;_inoz_thea_;ga nganggur2 bgt sih kyknta bsok2 paling keliling daerah nyari yg hajatan brsama tentara rusia;-1;-1;-1;-1;;;;;;;;
1580389438907350000;lpbulukumba; seperti kejaksaan kepolisian tni dan stakeholder lainnya yg bersentuhan dengan keberadaan orang asing liberti sitinjak;0;0;0;0;;;;;;;;
1580409377554840000;bukitbarisan_1;pangdam i/bb mayjen tni achmad daniel chardin se msi audensi dengan tim monitoring dan evaluasi ditjen kuathan kemhan bertempat diruang peta lt ii makodam i/bb kamis 13/10/2022;1;1;1;1;;;;;;;;
1579828422095690000;IDefenseMagz;tim pengamanan menyisir perairan sterilisasi area dermaga jict dengan memeriksa kendaraan yang keluar dan masuk kemudian melaksanakan pengamanan hingga beberapa hari ke depan;1;1;1;1;;;;;;;;
1580198423240020000;Yahwa86104041;gila tentara sama tentara gila beda kan?;-1;-1;-1;-1;;;;;;;;
1583458800845320000;KaitoKid_ID;tentara yang kuat seperti apapun saat kesulitan pasti akan melihat ke arah komandannya;1;1;1;1;;;;;;;;
1583461482582250000;pasuknakalsehat;setelah andika mengijinkan keturunan pki masuk tni jadi gak masuk coret --;-1;-1;-1;-1;;;;;;;;
1582259632533540000;Cakra_Kostrad;danyonkav 1 kostrad pimpin tradisi pindah satuan;1;1;1;1;;;;;;;;
1583498113905720000;Muhammadjeepy;haha mau di daftarin nanti jadi tni korea;0;0;0;0;;;;;;;;
1583068640609380000;bbbrightvcr;wkwkwk kan itu emang kerjaan om masa disuruh ke pak tni kan gk lucu bikin sim ke tni ☺️;-1;-1;-1;-1;;;;;;;;
1581883964742340000;arifabduh;masuk tentara bonus jadi pesulap;-1;0;0;0;;;;;;;;
1582329822784910000;cintamatij;jembatan tentara gatot yg dekat lampu merah arah veteran;0;0;0;0;;;;;;;;
1582744292984230000;parlinburman84;ada itu cuma di sejarah tniklw saya tau pas di batam di pulau markas tni al dari batam nyebrang pulau sambu di depan nya pulau setokok dari situ lihat singapore deket bgt nah mereka masuk lewat sanakyk magyper;0;0;0;0;;;;;;;;
1580329449471750000;bintang5576;tentara rusia ketar ketir liat ini;-1;0;0;0;;;;;;;;
1582933962661340000;RiaMaryana15;saya warga negara indonesia saya adalah korban kebiadaban aparat indonesia saya korban perdagangan manusia yang di lakukan oleh aparat indonesia yang sangat di sayangkan semua itu di lakukan oleh polda metro jaya bekerjasama dengan tentara;-1;-1;-1;-1;;;;;;;;
1581928495533290000;scenvantaee;kenapa masih gondronggg? tentara harus botak tentara ga boleh putih ;-1;-1;-1;-1;;;;;;;;
1582935681009080000;BeritaDotMedia;kolonel hamim orang yang sempat dimarahi langsung oleh panglima tni jenderal andika;-1;-1;-1;-1;;;;;;;;
1581883931082690000;uritanet;panglima tni dukung program baznas dan bnpp tingkatkan kesejahteraan masyarakat;1;1;1;1;;;;;;;;
1581413035771450000;Joezz86_Awan;usut tuntas kedua nya dari awal sampai akhir kenapa bisa terjadi jika memang oknum ini yang salah copot aja;-1;-1;-1;-1;;;;;;;;
1581050815229630000;Sabodobodoeuy;nasi padang udh kek ransum tni njir;-1;-1;-1;-1;;;;;;;;
1581955649658770000;Zyanpatra;tni harus bersinergi sukseskan g20 2022 di bali;1;1;1;1;;;;;;;;
1581939808418510000;seoltangswag93;pecah telor tentara apa polisi yaaa 😊;0;-1;0;0;;;;;;;;
1581129682648700000;ircboy;londo ireng atau belanda hitam merupakan tentara bayaran asal afrika barat seperti ghana dan burkina fasau mereka direkrut oleh belanda pasca perang diponegoro atau perang jawa java oorlog pada tahun 1831 siapa keturunan londo ireng cut kak?;0;0;0;0;;;;;;;;
1582635039627820000;Queenofplutooo;sampe get contact gue dinamain jelek jelek sama nih tentara wkwkwk;-1;-1;-1;-1;;;;;;;;
1581192673788300000;andrysulaiman77;- masyarakat sekitar lingkungan - ormas-ormas - preman-preman - tokoh-tokoh masyarakat - pemda - kepolisian - tni - venue - vendor - team - talent - penonton - dll;0;-1;0;0;;;;;;;;
1581153751599300000;adityawicak;pantes polisi bnn tni gendut2 tajir ini kaya serial el chapo di netflix sering setor lalu dikhianatin;-1;-1;-1;-1;;;;;;;;
1579997249764920000;daod_yakub;admin tolong di ralat keterangan foto itu 👆 yg benar kegiatan tni manunggal membangun desa tmmd ke-115 di desa trieng cudo baroh kec tiro/ truseb kab pidie provinsi aceh 🙏🙏;0;0;0;0;;;;;;;;
1581901590642200000;xipert17;granat angkatan udara rusia hancurkan tank pasukan ukraina tentara kehilangan nyawa;-1;0;-1;-1;;;;;;;;
1580782217617630000;CNNIndonesia;anggota tni ad penendang suporter di kanjuruhan resmi tersangka;-1;-1;-1;-1;;;;;;;;
1583119105355550000;WiraYudi14;nek coyo bukannya beliau juga yang dulu setuju dan excited banget dengan revisi uu kpk jejak digital buanyak sekarang play victim takut sama ancaman beliau panglima tertinggi dari 3matra tni aparat sipil bersenjata takutnya kenapa/ kesiapa??;-1;-1;-1;-1;;;;;;;;
1582593360568920000;pelariansampah;gue anak tni tapi ga gitu;1;0;-1;0;;;;;;;;
1580622546667700000;KompasTV;uni eropa ancam akan musnahkan tentara rusia jika putin gunakan senjata nuklir di ukraina;-1;-1;-1;-1;;;;;;;;
1581345248110080000;Paathfindeer;iyasi mase sedang berusaha wkwk;1;1;1;1;;;;;;;;
1583423360297450000;bintang_anugrh2;maju terus tni nkri harga mati kami selalu mendukung kalian lakukan yang terbaik untuk indonesia dan tanah papua;1;1;1;1;;;;;;;;
1582289769895030000;marinir_tni_al;tingkatkan profesionalisme prajurit yonif 1 marinir laksanakan menembak laras panjang;1;1;1;1;;;;;;;;
1581129792031970000;MuhammadJaenu18;lah iya zaman jokowi banyak yang berubah yadari polisi tni ;-1;-1;-1;-1;;;;;;;;
1581888092981850000;ayu_fatiah__;petugas gabungan tni polri bpbd dan relawan terus melakukan pencarian korban longsor jalan pengabdian polri;1;1;1;1;;;;;;;;
1580204882984040000;kerjacerdas;kalian kok hobi maen tentara2an ya gimana kalo segera dikirim ke papua aja utk jaga nkri harga mati yg sdg dirusuhi para teroris kkb siap? cc;-1;-1;-1;-1;;;;;;;;
1580751912689080000;10Smwn;sertu machmudi babinsa desa pledokkan koramil 10 sumowono melaksanakan komsos dengan pemilik produksi sirup jahe guna mengambil hati demi tercapainya tugas pokok tni;1;1;1;1;;;;;;;;
1581506000221520000;ngalorngidul76;makanya polisi harus digabung kembali dengan tni penegakan hukum di indonesia itu dibuat abu oleh penegak itu sendiri baik polisi jaksa dan hakim orang odgj aja bilang polisi sarang koropsi lalu apa kata orang yg waras????😁😁😁😁;-1;-1;-1;-1;;;;;;;;
1580441833603150000;radar_semarang;pomdam iv belum cukup bukti jerat oknum tni dalam kasus tewasnya asn bapenda kota semarang;-1;-1;-1;-1;;;;;;;;
1583392339686720000;Lelucky_mu;saya tidak suka beliau bukan karena pribadinya akan tetapi krn pemikirannya terlalu sempit pemahaman yg dipaparkan beliau tentang tap mrs no 25/1966 sehingga bisa saja mereka komunis lebih leluasa mengembangkan ajarannya sampai ke tubuh tni;-1;-1;-1;-1;;;;;;;;
1580131934550000000;VIVAcoid;2 kapal perang korea selatan masuk jakarta ini penjelasan tni al;0;0;0;0;;;;;;;;
1580348356098130000;detikcom;panglima tni andika perkasa beri sambutan pada acara wisuda fkk-mk ugm momen tersebut sekaligus mengantar putri keduanya mengambil sumpah dokter;0;0;0;0;;;;;;;;
1581663411947340000;THEMRGRGWILIAM;presiden memberi bantuan kpd anak indonesia ;1;1;1;1;;;;;;;;
1581534884035580000;asjeplak;ksp dorong upaya percepatan pencairan dana pnbp faskes tni;1;1;1;1;;;;;;;;
1580483330650170000;kebaltirani;nanti diisi tentara oren ya 😂😂;-1;0;0;0;;;;;;;;
1583398992666560000;hvrricenna;sumpaj gue udh ga sanggup melanjutkan hari die;-1;-1;-1;-1;;;;;;;;
1582227471423840000;Fjrsunris;respon cepat bantuan evakuasi korban banjir dari tni dan juga polri polri sigap peduli bencana;1;1;1;1;;;;;;;;
1580073149647170000;StevenA66840307;mungkin yg komen ini dulu daftar tentara tapi gagal 😅😅😅😅;-1;-1;-1;-1;;;;;;;;
1583008336441900000;parboaboa;radikalisme meningkat di tahun 2023-2024;-1;-1;-1;-1;;;;;;;;
1579794760700940000;VMA6662;mau dibilang apa jg tni ga ada dua nya 🇲🇨🇲🇨🇲🇨;1;0;0;0;;;;;;;;
1580166892354170000;chad6072022;kuat juga orang ini ya setelah km50 peristiwa sambo dan sekarang menyita kta tni gmn nih penjelasan tni ???;-1;-1;-1;-1;;;;;;;;
1583402231365540000;andikanovriyan;percuma dadi tentara ditinggal aja nangis;-1;-1;-1;-1;;;;;;;;
1580106683044730000;Mattew099021;pak kasad sosok pemimpin yang saya kagumisehat selalu bapak👍👍🙏;1;1;1;1;;;;;;;;
1581482797436310000;RiaMaryana15;yang sangat di sayangkan semua itu di lakukan oleh polda metro jaya bekerjasama dengan tentara aliran 212 aparat indonesia itu pembunuh aparat indonesia itu maling memang cara seperti itu mereka bisa maju;-1;-1;-1;-1;;;;;;;;
1579998437382140000;thannathannn;bocil kematian gt tentara 😎😎;-1;-1;-1;-1;;;;;;;;
1580105893043400000;el_montesqiu;kelakuan tentara barbar zionis yang didiamkan oleh dunia internasional;-1;-1;-1;-1;;;;;;;;
1580540793231930000;RobiTse1;pak polisi yang terhormat permintaan saya sebagai masyarakat biasa yg cinta institusi tni polri tolong usut orang yg berada diblkg bambang tryyakin dan percaya ada orang pintar yang dipecat sakit hati dan benci pemerintah terutama jokowi terima kasih;-1;-1;-1;-1;;;;;;;;
1581677586920670000;Almarhum13;maap nih bang abang tni kayaknya itu korek bentuk pistol dah bukan korek beneran kalo kek gitu buat getok pala orang dijamin deh pasti pecah itu koreknya;-1;-1;-1;-1;;;;;;;;
1583057943758370000;TirtoID;tni akan mengerahkan 12 kapal perang dan empat pesawat tempur milik angkatan udara untuk pengamanan ktt g20 di provinsi bali pada 15-16 november 2022 mendatang;1;1;1;1;;;;;;;;
1583092584657790000;Fandom_ID;tni au antiklimaks sudah down di set 3 bikin indomaret menang mudah ada yang suka nonton voli jg gaes?;1;1;1;1;;;;;;;;
1580770713572560000;penrem143;lomba male meriahkan peringatan maulid nabi muhammad saw 1444 h / 2022 m korem 143 / halu oleo;0;0;0;0;;;;;;;;
1580081173027360000;are_inismyname;tentara skrg baru pangkat pamen aja sok2an udh gitu bininya jg sok2 gitu malu gw liatnya;-1;-1;-1;-1;;;;;;;;
1580155259754010000;kodim_0710;babinsa koramil 11/sragi monitoring pelaksanaan bhaksos tni manunggal kb kes dalam rangka hut tni ke-77 bertempat di puskesmas sragi 2 rabu 12/10;1;1;1;1;;;;;;;;
1579766818868430000;Kemhan_RI;perlu disadari pertahanan negara bukan hanya tanggung jawab kemhan dan tni saja namun merupakan tanggung jawab seluruh elemen bangsa;1;1;1;1;;;;;;;;
1580548237265890000;adityaprtm1998_;si paling prioritas kann kaya dijalan juga begitu pejabat bukan orang penting juga bukan cuma tni yg telat berangkat dari rumah tapi sibuk minta jalan 🤣;-1;-1;-1;-1;;;;;;;;
1579750140294080000;Endiyono4;semangat pak kasad semoga tni selalu bersama rakyat;1;1;1;1;;;;;;;;
1580230857616680000;brokoly88;hhhhhhh mulai arogan knp tni tunduk ya;-1;-1;-1;-1;;;;;;;;
1579885658952590000;DaudEkoyuliant1;kalau mau merebut kekuasaan itu sudah siapkah gerombolanmu melawan kekuatam tni polri dan rakyat yang cinta nkri?;1;1;1;1;;;;;;;;
1582579478056010000;polda_jambi;melangkah bersama menjaga persatuan jalan polri dalam melayani potret kebersamaan kapolri wakasad koorsahli panglima tni dan tokoh ulama gus muwafiq dalam acara peringatan maulid nabi muhammad saw 1444 h di lapangan bhayangkara mabes polri jakarta;1;1;1;1;;;;;;;;
1583047198152960000;gelo_tojeng;sebelumnya kepala negara terbang dari kabupaten bangka barat dengan menggunakan helikopter super puma tni au dan mendarat di helipad stadion junjung besaoh kabupaten bangka selatan;0;0;0;0;;;;;;;;
1583550375734690000;AniviaReisya;luar biasa di era kepemimpinan menhan prabowo profesionalitas tni dan kemampuan pertahanan indonesia terus diperkuat salah satunya dengan kerjasama modernisasi militer dengan amerika mending prabowo;1;1;1;1;;;;;;;;
1580917647524270000;okezonenews;ini respons eks kasau agus supriatna usai disebut terima uang komando heli tni ;0;0;0;0;;;;;;;;
1580448199252530000;aprabowoadi;kenapa pasukan ini gak ada yg pede ya matanya natap ke bawah semua ini tni apa bukan seh?;-1;-1;-1;-1;;;;;;;;
1583423488056230000;lisabilaaaa;jangan sampai kkb semakin beringas selamatkan tanah dari kkb tni polri harus tegas;1;1;1;1;;;;;;;;
1582780080010700000;Don__Tjuan;anggota tni dan istri di kaltim meninggal ditabrak anak sendiri;0;0;0;0;;;;;;;;
1583396951428830000;rahdiyan_koerni;membawa perubahan ke arah yang negatif untuk proses perekrutan anggota tni salah satunya membuka kran menerima keturunan pki untuk bisa menjadi anggota tni;-1;-1;-1;-1;;;;;;;;
1582766795311550000;11RaniKim;please kemarin aku juga mau dijodohin sama tentara dinas di kalimantan meski ga enak hatiakhirnya ku tolak😭;-1;-1;-1;-1;;;;;;;;
1583423567953240000;dedy_iyan2;perjuangan bu reva sungguh hebat atas kuasa tuhan ia dapat selamat dari kkb yang beringas tni polri harus segera melakukan tindakan tegas atas kkb musnahkan lenyapkan;1;1;1;1;;;;;;;;
1580498563251200000;Frischiella;pake baju tentara aja dia menunjukkan ambisi mau jadi jendral;1;1;1;1;;;;;;;;
1581902236933730000;saskiarahmaaa;jenderal dudung ar memimpin kegiatan alih kodal pusat kesenjataan jajaran kodiklatad menjadi balakpus tni ad ksad jenderal dudung acbdurachman angkatan darat di hati rakyat tulus utamakan rakyat;1;1;1;1;;;;;;;;
1582296122847990000;MIrvanDarwin1;adhi makayasa lulusan terbaik 2000kata letjend tni  purn;1;1;1;1;;;;;;;;
1583351121011410000;AlbarNurhayat2;kita harus dukung polri dan tni untuk indonesia yang yang lebih maju🙏🙏;1;1;1;1;;;;;;;;
1580789557938690000;LANPSDKPLampulo;kepala pangkalan psdkp lampulo mendampingi bapak direktur jenderal pengawasan sumber daya kelautan dan perikanan psdkp laksamana muda tni dr adin nurawaluddin mhan dalam kegiatan pendampingan kunjungan kerja komisi iv dpr ri di aceh 13/10;0;0;0;0;;;;;;;;
1580418217868040000;andasuhandaa08;pa panglima tni saya mau bertanya ini dari kesatuan apa ya? terima kasih;0;0;0;0;;;;;;;;
1583083166763430000;utamanewscom;kodim 1710/mimika gelar asistensi teknis penyelenggaraan bintahwil kegiatan tersebut dilaksanakan di aula darmawangsa kodim 1710/mimika distrik kuala kencana kabupaten mimika dan dipimpin langsung oleh direktur teritorial pusterad brigjen tni yuswandi;0;0;0;0;;;;;;;;
1581492167377590000;zonajakarta1;rival kcr clurit class tni al ini dia kapal yang kecepatannya mendekati 100 km per jam diwaspadai china;1;1;1;1;;;;;;;;
1581233269458500000;acehimagecom;tentara rusia akan musnah jika putin pakai nuklir;-1;-1;-1;-1;;;;;;;;
1581880378481970000;AlBintangP;anjay tuh bapack2 tni gak mau pake training aja pak? wkwkwk;0;0;0;0;;;;;;;;
1581195881520300000;Jayandaru2020;kalau mujahid emg kuat kenapa ga bisa kalahkan israel yg hanya seuprit? mujahid tentara tuhan yg lemah atau tentara tuhan yg palsu?;-1;-1;-1;-1;;;;;;;;
1581852145711970000;bayuabd13758954;ahy spesialis gagal gagal di tni gagal di politik maluku;-1;-1;-1;-1;;;;;;;;
1580758842203600000;istanyoucapt;ls ku seperti istri tentara;0;0;0;0;;;;;;;;
1581139533810540000;Lantari7;masyarakat antusias ikut tmmd sleman --- memasuki hari ke empat tni manunggal membangun desa tmmd sengkuyung tahap iii ta 2022 kodim 0732/sleman di desa sendangadi kapanewon mlati masyarakat aktif dalam membantu percepatan sasaran fisik pembangunan taludjumat 14/10/2022;1;1;1;1;;;;;;;;
1581188925305300000;KodimBolmong;perkuat kemanunggalan tni babinsa bersama warga gotong royong bangun drainase;1;1;1;1;;;;;;;;
1581470571170210000;piggydeath2;guys aku dnger dari pensiunan tentara yg sering nongki bareng saya katanya ada juga yg bilang buat pengalihan isu tapi mereka ganyangka bakal kejadiannya segede ini nah mungkin mereka lagi nyiapin pengalihan isu yg lain lagi;-1;-1;-1;-1;;;;;;;;
1581515587536070000;uwainun;polisi tapi persenjataannya lebih canggih dari tni?;-1;0;0;0;;;;;;;;
1583421981651010000;nazwa_nurais2;prcya tni dan polri sgra mndptkan strategi yg tepat utk melawan kkb di papua;1;1;1;1;;;;;;;;
1579804740409750000;Sukmawi2045;gimana bs cepat berangus partai berideologi transnasional ihwanul muslimin kalau pensiunan tentara pangti sj sudah bergabung ke pks berpikir positif sj mungkin dia sedang jd penyusup dan kalau berpikir negatif jd ingat data 3 persen radikalisme di tni;-1;-1;-1;-1;;;;;;;;
1581854115940160000;Cakra_Kostrad;gunner fc kembali membawa tropy kejuaraan danrindam cup 2022;1;1;1;1;;;;;;;;
1581700984933610000;mixriw;gw males bgt sama lu besok gue pake baju tentara;-1;-1;-1;-1;;;;;;;;
1580573768216610000;wearetttvxq;dia ga paham artinya prioritas makanya dibilang semua berhak 🤣 tp emang budaya srkarang tuh apa2 dibawa ke sosmed dulu tanpa tau kejadian aslinya mana tau ternyata si tni lg sakit entah apa harusnya si sender tegur lgsg ga etis ambil cerita cuma dari 1 sisi;-1;-1;-1;-1;;;;;;;;
1583398928372100000;hvrricenna;bisa sih;1;0;1;1;;;;;;;;
1580993436081320000;PelancongTua;jk yg tersangka m adh yg di duga ada m brantas judi on line di sumbar perlu di dalami;1;1;1;1;;;;;;;;
1581641239761690000;MetroTimes_News;semarakkan hut tni ke-77 yonarmed 11 kostrad gelar fun bike dan senam bersama;0;0;0;0;;;;;;;;
1581508902486650000;bananayell0ww;9/10 ngangkat cerita kisah nyata seorang tentara medis yg gak mau bawa senjata karna patuh sm perintah agamanya dianggap remeh sm rekan2 ny tp diakhir dia malah yg paling berjasa;1;0;1;1;;;;;;;;
1583367689363300000;indranzr;dia membolehkan anak turunan pki jadi tentara padahal pelarangan sesuai tap mprs no xxv/mprs 1966 setiap organisasi termasuk penyebaran fahamnya fairnya harusnya beliau membolehkan juga anak turunan fpi dan hti yang dibubarkan lewat skb mentri pdhl tap mprs lebih tinggi sari skb;-1;-1;-1;-1;;;;;;;;
1582017323627850000;kinderlattee;kita disuruh pake celana tentara;0;0;0;0;;;;;;;;
1581155890320660000;boa_cr77;apa sebaiknya tugas dan tanggung jawab polri diambil alih oleh tni utk 5 tahun ke depan sambil polri bersih-bersih dikalangan internalnya;1;1;1;1;;;;;;;;
1580018992194150000;ujangs184;jokowi orang sipil tdk punya kekuatan atau basis yg kuat beda dgn orba yg mengikat tni jd pelindungnya makanya jokowi tdk berkutik mau merubah segalanya tni/polri tdk bersinergi budaya kkn msh ingin tetap dilanggengkan oleh dua instansi ini?;-1;-1;-1;-1;;;;;;;;
1581755182073120000;Tentara_Lebah;komedi;-1;0;0;0;;;;;;;;
1582227473395200000;BonaFahrizal;personel gabungan polri dam tni berikan bantuan makanan dan minuman kepada warga yang terdampak bencana banjir smoga bantuan tersebut bisa memenuhi kebutuhan sehari² pasca bencana polri sigap peduli bencana;1;1;1;1;;;;;;;;
1582351589569840000;lovebtssmile;kita perista perkumpulan istri tentara 🥹;0;0;0;0;;;;;;;;
1580353958727780000;anangsulistiy16;ilham rescue giat apel gelar pasukan bersama tni polri bpbd dan relawan di polres magetan 13 oktober 2022;1;1;1;1;;;;;;;;
1583120449466090000;CebiTakBersayap;gpp bgs malah kita juga maunya gt 1 rantai kita pancasila dan ninneka tunggal ika saling menghargai dan saling bertoleransi negeri hrs damai agar kita mudah beribadah dan mudah mencari nafkah serta bersekolah sejatinya tni memang tdk berpolitik kecuali tentara tak berpangkat🇮🇩;1;0;1;1;;;;;;;;
1580899623664640000;tyan_sulistya;polisi backingan tni udah sembuh dr backing membacking ganti polisi dulu liat mobil ijo pejabat tni udah pasti belakangnya pemgusaha besar;1;1;1;1;;;;;;;;
1581548662580070000;Nee_796;dikira tentara asli kaliya wkwkwk;-1;-1;-1;-1;;;;;;;;
1582015366288440000;Landry7Gaetan;kendaraan infanteri ukraina diserbu rpg rusia tentara ukraina kabur ;-1;-1;-1;-1;;;;;;;;
1583006186416110000;Bastian23Berny;lebih banyak lagi tentara ukrania yang ditangkap dari arah berislav sisa pasukan afu yang gagal menyerang tentara rf mereka ditinggalkan mereka tidak dibutuhkan oleh presiden mereka atau propagandis amp komando;-1;-1;-1;-1;;;;;;;;
1583355722657510000;santanipurba;era 97an terakhir polri masih lebih humanis mgkn karena masih dibawah abri ciut nyali polri ketemu tentara malu dong sama tentara tentara ksatria dalam mengakui kesalahan skrg polri merasa paling benar dan sok jd orang penting;-1;-1;-1;-1;;;;;;;;
1580337278597010000;Garage59682509;udh gede main tentara tentaraan ituh tenyara negara mana yah?;-1;-1;-1;-1;;;;;;;;
1580807152280560000;Egarongsok;aduh bos saep ngeri korbannya tentara;-1;-1;-1;-1;;;;;;;;
1582938726506050000;bpkbpoldadiy;petugas sie bpkb subditregident ditlantas polda diy berikan pelayanan dengan menerapkan protokol kesehatan untuk mencegah pencegahan covid-19  kamis 20 oktober 2022 ;1;1;1;1;;;;;;;;
1582980873531820000;ADENO0;tentara itu harus hitam;-1;-1;-1;-1;;;;;;;;
1581104969792750000;SahabatTNIPolri;turut berduka cita selamat jalan ni luh puni ibunda akbp i gede astawa semoga bersanding dengan sang hyang widhi wasa;1;1;1;1;;;;;;;;
1580848375842250000;panditfootball;a melanjutkan proses penanganan pelanggaran prajurit yang terkait dengan penyelenggaraan pertandingan sepakbola di kanjuruhan b menekankan kembali tentang 8 wajib tni dalam setiap penugasan prajurit;1;1;1;1;;;;;;;;
1581817007062030000;kodim_0710;kepala kanminvetcad iv-04/pekalongan mayor inf mahesa agung pimpin upacara 17 an di bulan oktober yang di ikuti oleh seluruh anggota kodim 0710/pekalongan disjan jajaran dan pns tni ad di wilayah pekalongan bertempat di lapangan apel makodim senin 17/10;0;0;0;0;;;;;;;;
1580622867074800000;ToxicDo666;anggota tni aktif di 3 angkatan jumlahnya sama dgn anggota brimob jelas kan?;1;1;1;1;;;;;;;;
1580425920057590000;VIVAcoid;3 kali jadi panglima siapa sosok jenderal tni herman bernhard leopold mantiri;1;1;1;1;;;;;;;;
1583244599338080000;saifulb30gmail1;dari tni ok;1;1;1;1;;;;;;;;
1579803867834770000;panjolpanjol7;lanjutkan silaturahmiya bapak kasad saya sangat medukung bapaktetap solid bravo tni;1;1;1;1;;;;;;;;
1581605207917860000;bb_cyma;wkwkwkw tni pakai revolver?;0;0;0;0;;;;;;;;
1580094313005840000;H300590;kata ayang nanti ada baju gantinya lagian jadi tentara bajunya kaya maj break dance warna putih teh gampang kotor tapi makasih ya pake jaket kalo ga ntar masuk engine aku;0;0;0;0;;;;;;;;
1580456093439750000;tfrnewsid;ternyata siang itu 4/7 seorang anak perempuan 11 tahun terseret ombak ibu dari sang anak yang juga berada di air meminta pertolongan tentara maj robert bourgeau dari pangkalan torii;0;0;0;0;;;;;;;;
1583411783234380000;bukitbarisan_1;pembukaan panahan piala pangdam i/bb oleh kapoksahli pangdam i/bb dalam rangka hut tni ke-77 jumat 21/10/2022;0;0;0;0;;;;;;;;
1583602078509070000;SwanteSH;'selamat hari santri 22 oktober 2022 “berdaya menjaga martabat kemanusiaan” ';1;1;1;1;;;;;;;;
1580636697108580000;Labakumoro;hong kong pernah memecat semua pangkat setingkat ini kmd membuat mou baru terhadap pangkat dibawahnya shg bersih2 dimulai krn mrk cinta institusi ini viva tni and polri;1;1;1;1;;;;;;;;
1582863383648670000;tiktaktuuu;org mau ke tni kenapa nanyanya ke polisi  aneh bgt heran ih;-1;-1;-1;-1;;;;;;;;
1582736572188750000;Idaaiida09;wuuuuuhhhh seru banget nonton voli ganevo vs tni au 👏🏻🥳👍🏻;1;1;1;1;;;;;;;;
1582407496974880000;cariberitanews;peringatan maulid nabi muhammad saw tahun 2022 bersama masyarakat pendatang di pegunungan tengah ;0;0;0;0;;;;;;;;
1583429375780800000;kurniabarokah;tidak suka krn dgn mudahnya merubah persyaratan penerimaan anggota tni sesuai selera tanpa kajian mendalam spt tinggi badan dan terkait larangan paham komunisme;-1;-1;-1;-1;;;;;;;;
